"Número Ano Orçamento","Código Órgão SEP","Descrição Órgão SEP","Código Tipo Administração","Nome Tipo Administração","Código Projeto / Atividade","Descrição Projeto / Atividade Elaboração","Código Órgão","Descrição Órgão","Código Grupo","Descrição Grupo","Valor Dotação Inicial-SEFAZ","Valor Proposta Orçamento-SEFAZ","Valor Liquidado-SEFAZ"
"2025","48045","FUNDAÇÃO DE AMPARO À PESQUISA EST.SP-FAPESP","4","FUNDAÇÃO","5286","PESQUISA PARA O AVANÇO DO CONHECIMENTO","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","339795044","339795044","175388647,28"
"2025","48045","FUNDAÇÃO DE AMPARO À PESQUISA EST.SP-FAPESP","4","FUNDAÇÃO","5699","ADMINISTRAÇÃO DA FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE SÃO PAULO - FAPESP","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","0","0","10407504,72"
"2025","48045","FUNDAÇÃO DE AMPARO À PESQUISA EST.SP-FAPESP","4","FUNDAÇÃO","5699","ADMINISTRAÇÃO DA FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE SÃO PAULO - FAPESP","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","5","INVERSÕES FINANCEIRAS","","","140000000"
"2025","48045","FUNDAÇÃO DE AMPARO À PESQUISA EST.SP-FAPESP","4","FUNDAÇÃO","6347","INFRAESTRUTURA DE PESQUISA","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","94300486","94300486","66010340"
"2025","48045","FUNDAÇÃO DE AMPARO À PESQUISA EST.SP-FAPESP","4","FUNDAÇÃO","6348","PESQUISA EM TEMAS ESTRATÉGICOS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","199600322","199600322","50491404,9"
"2025","48046","FUNDAÇÃO UNIVERSIDADE VIRTUAL EST.SP-UNIVESP","4","FUNDAÇÃO","6137","PROMOÇÃO E EXPANSÃO DO ENSINO SUPERIOR A DISTÂNCIA","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","10","10","0"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","1151","ADEQUAÇÃO DA ESTRUTURA FÍSICA DAS UNIVERSIDADES E FACULDADES PÚBLICAS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","316517456","316517456","16622857,48"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","1151","ADEQUAÇÃO DA ESTRUTURA FÍSICA DAS UNIVERSIDADES E FACULDADES PÚBLICAS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","5","INVERSÕES FINANCEIRAS","","","281202000"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","2204716","0","255126,26"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","5274","ASSISTÊNCIA MÉDICA, HOSPITALAR E AMBULATORIAL
","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","20000020","20000020","6525007,13"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","5276"," PROCEDIMENTOS ALTA COMPLEXIDADE  ÁREAS ANOMALIAS CRANIOFACIAIS/DEFIC.AUDITIVOS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","3890,45"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","5297","ATIVIDADES EM MUSEUS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","56443,14"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","5304","ENSINO DE GRADUAÇÃO NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","100000020","100000020","54720920,27"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","5305","ENSINO DE PÓS-GRADUAÇÃO E PESQUISA NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","130000150","130000150","36266795,72"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","5306","EXTENSÃO UNIVERSITÁRIA, DIFUSÃO CULTURAL E PRESTAÇÃO DE SERVIÇOS À COMUNIDADE","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","167060,39"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","5312","RESTAURANTES UNIVERSITÁRIOS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","1000000","1000000","398777,17"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","6273","DESENVOLVIMENTO DE AÇÕES DE SAÚDE DECORRENTES DE EMENDAS PARLAMENTARES","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","860000","0","0"
"2025","48057","UNIVERSIDADE DE SÃO PAULO - USP","3","AUTARQUIA","6351","APOIO TÉCNICO ADMINISTRATIVO DO ENSINO SUPERIOR","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","400000000","400000000","74803544,92"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","1151","ADEQUAÇÃO DA ESTRUTURA FÍSICA DAS UNIVERSIDADES E FACULDADES PÚBLICAS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","54952482","54952482","25991520,38"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","900000","0","5880"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","2607","PESQUISA, DESENVOLVIMENTO E INOVAÇÃO","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","0","0","1302620,35"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","5274","ASSISTÊNCIA MÉDICA, HOSPITALAR E AMBULATORIAL
","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","6054438","6054438","11830473,24"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","5292","DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL TÉCNICA","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","0","0","0"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","5304","ENSINO DE GRADUAÇÃO NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","121852284","121852284","42597277,4"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","5305","ENSINO DE PÓS-GRADUAÇÃO E PESQUISA NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","1000090","1000090","1839816,55"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","5787","PERMANÊNCIA  ESTUDANTIL","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","12740"
"2025","48058","UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP","3","AUTARQUIA","6273","DESENVOLVIMENTO DE AÇÕES DE SAÚDE DECORRENTES DE EMENDAS PARLAMENTARES","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","9620741","0","285053,2"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","1151","ADEQUAÇÃO DA ESTRUTURA FÍSICA DAS UNIVERSIDADES E FACULDADES PÚBLICAS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","356224408","356224408","20653397,4"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","2515000","0","2239961,15"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","2607","PESQUISA, DESENVOLVIMENTO E INOVAÇÃO","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","6045882","6045882","6000000"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","5292","DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL TÉCNICA","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","200000","200000","200000"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","5304","ENSINO DE GRADUAÇÃO NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","11054691,76"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","5305","ENSINO DE PÓS-GRADUAÇÃO E PESQUISA NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","5120460","5120460","5604265,88"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","5306","EXTENSÃO UNIVERSITÁRIA, DIFUSÃO CULTURAL E PRESTAÇÃO DE SERVIÇOS À COMUNIDADE","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","765639"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","5787","PERMANÊNCIA  ESTUDANTIL","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","0"
"2025","48059","UNIV.EST.PAULISTA ""JÚLIO DE MESQ.FL.""-UNESP","3","AUTARQUIA","6351","APOIO TÉCNICO ADMINISTRATIVO DO ENSINO SUPERIOR","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","1298984,74"
"2025","48060","FACULDADE DE MEDICINA DE MARÍLIA - FAMEMA","3","AUTARQUIA","1151","ADEQUAÇÃO DA ESTRUTURA FÍSICA DAS UNIVERSIDADES E FACULDADES PÚBLICAS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","15000000","15000000","53250"
"2025","48060","FACULDADE DE MEDICINA DE MARÍLIA - FAMEMA","3","AUTARQUIA","5304","ENSINO DE GRADUAÇÃO NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","700000","700000","498351"
"2025","48060","FACULDADE DE MEDICINA DE MARÍLIA - FAMEMA","3","AUTARQUIA","5305","ENSINO DE PÓS-GRADUAÇÃO E PESQUISA NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","130","130","0"
"2025","48060","FACULDADE DE MEDICINA DE MARÍLIA - FAMEMA","3","AUTARQUIA","6351","APOIO TÉCNICO ADMINISTRATIVO DO ENSINO SUPERIOR","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","350010","350010","544899,98"
"2025","48061","FACUL.DE MED.SÃO JOSÉ DO RIO PRET0-FAMERP","3","AUTARQUIA","1151","ADEQUAÇÃO DA ESTRUTURA FÍSICA DAS UNIVERSIDADES E FACULDADES PÚBLICAS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","70","70","0"
"2025","48061","FACUL.DE MED.SÃO JOSÉ DO RIO PRET0-FAMERP","3","AUTARQUIA","5274","ASSISTÊNCIA MÉDICA, HOSPITALAR E AMBULATORIAL
","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","10","10","0"
"2025","48061","FACUL.DE MED.SÃO JOSÉ DO RIO PRET0-FAMERP","3","AUTARQUIA","5304","ENSINO DE GRADUAÇÃO NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","0","0",""
"2025","48061","FACUL.DE MED.SÃO JOSÉ DO RIO PRET0-FAMERP","3","AUTARQUIA","5305","ENSINO DE PÓS-GRADUAÇÃO E PESQUISA NAS UNIVERSIDADES E FACULDADES ESTADUAIS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","30","30","0"
"2025","48061","FACUL.DE MED.SÃO JOSÉ DO RIO PRET0-FAMERP","3","AUTARQUIA","6351","APOIO TÉCNICO ADMINISTRATIVO DO ENSINO SUPERIOR","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","0","0",""
"2025","48062","CENTRO EST.DE ED.TEC.""PAULA SOUZA""-CEETEPS","3","AUTARQUIA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","3781570","0","1158891,54"
"2025","48062","CENTRO EST.DE ED.TEC.""PAULA SOUZA""-CEETEPS","3","AUTARQUIA","5290","DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL TECNOLÓGICA","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","14292679","14292679","13030126,87"
"2025","48062","CENTRO EST.DE ED.TEC.""PAULA SOUZA""-CEETEPS","3","AUTARQUIA","5292","DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL TÉCNICA","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","57351799","57351799","33983193,6"
"2025","48062","CENTRO EST.DE ED.TEC.""PAULA SOUZA""-CEETEPS","3","AUTARQUIA","5845","FORMAÇÃO INICIAL E EDUCAÇÃO CONTINUADA","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","","","0"
"2025","48062","CENTRO EST.DE ED.TEC.""PAULA SOUZA""-CEETEPS","3","AUTARQUIA","6424","DESENVOLVIMENTO DO ENSINO TÉCNICO INTEGRADO AO MÉDIO","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","17004041","17004041","7595399"
"2025","48091","INSTITUTO DE PESQ.TECNOLÓGICAS EST.SP-IPT","5","EMPRESA DEPENDENTE","2111","MODERNIZAÇÃO LABORATORIAL PARA P,D&I E SERVIÇOS TECNOLÓGICO","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","240","240","13706935,62"
"2025","48091","INSTITUTO DE PESQ.TECNOLÓGICAS EST.SP-IPT","5","EMPRESA DEPENDENTE","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","106278","0","106278"
"2025","48091","INSTITUTO DE PESQ.TECNOLÓGICAS EST.SP-IPT","5","EMPRESA DEPENDENTE","5840","PESQUISA, DESENVOLVIMENTO TECNOLÓGICO, INOVAÇÃO E DIFUSÃO DE CONHECIMENTOS","48000","SECR. DE  CIÊNCIA, TECNOLOGIA  E INOVAÇÃO","4","INVESTIMENTOS","200","200","0"
"2025","50000","SECRETARIA DE TURISMO E VIAGENS","1","ADMINISTRAÇÃO DIRETA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","50000","SECRETARIA DE TURISMO E VIAGENS","4","INVESTIMENTOS","5980000","0","100000"
"2025","50000","SECRETARIA DE TURISMO E VIAGENS","1","ADMINISTRAÇÃO DIRETA","2716","IMPLANTAÇÃO DE INFRAESTRUTURA PARA CONSOLIDAÇÃO DO TURISMO
","50000","SECRETARIA DE TURISMO E VIAGENS","4","INVESTIMENTOS","10","10","14586479,13"
"2025","50000","SECRETARIA DE TURISMO E VIAGENS","1","ADMINISTRAÇÃO DIRETA","4102","APOIO AOS MUNICÍPIOS CLASSIFICADOS COMO ESTÂNCIA TURÍSTICA","50000","SECRETARIA DE TURISMO E VIAGENS","4","INVESTIMENTOS","393901490","393901490","0"
"2025","50000","SECRETARIA DE TURISMO E VIAGENS","1","ADMINISTRAÇÃO DIRETA","6059","GESTÃO DE PROMOÇÃO E COMUNICAÇÃO DO TURISMO","50000","SECRETARIA DE TURISMO E VIAGENS","4","INVESTIMENTOS","","","893749,13"
"2025","50000","SECRETARIA DE TURISMO E VIAGENS","1","ADMINISTRAÇÃO DIRETA","6195","APOIO AOS MUNICÍPIOS TURÍSTICOS MIT'S","50000","SECRETARIA DE TURISMO E VIAGENS","4","INVESTIMENTOS","98475372","98475372","0"
"2025","50000","SECRETARIA DE TURISMO E VIAGENS","1","ADMINISTRAÇÃO DIRETA","6248","APRIMORAMENTO DA GESTÃO INTERNA","50000","SECRETARIA DE TURISMO E VIAGENS","4","INVESTIMENTOS","0","0","0"
"2025","50000","SECRETARIA DE TURISMO E VIAGENS","1","ADMINISTRAÇÃO DIRETA","6316","AÇÕES DE DESENVOLVIMENTO DOS DESTINOS PAULISTA","50000","SECRETARIA DE TURISMO E VIAGENS","4","INVESTIMENTOS","0","0","0"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","1152","SUPORTE À GESTÃO DE DEFESA CIVIL PARA A REALIZAÇÃO DE OBRAS","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","","","0"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","1815","PROJETOS DO FUNDO METROPOLITANO DE FINANCIAMENTO E INVESTIMENT","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","5000030","5000030","13427727,67"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","57","583408793","54585194,81"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","2592","IMPLANTAÇÃO DAS PRAÇAS DA CIDADANIA NO ESTADO DE SÃO PAULO","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","","","0"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","2617","IMPLANTAÇÃO DO PROJETO ESCRITORIOS REGIONAIS INTEGRADOS","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","76000000","268000000","5943096,55"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","2658","TRANSFERÊNCIAS ESPECIAIS A MUNICÍPIOS DECORRENTES DE EMENDAS PARLAMENTARES","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","150995320","11906292","76349463,36"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","4322","GERENCIAMENTO ADMINISTRATIVO E DA INFRAESTRUTURA DO FUSSP","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","","","0"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","4477","ARTICULAÇÃO MUNICIPAL, CONSÓRCIOS E PARCERIAS COM MUNICÍPIOS","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","83940813","1200000000","966310589,41"
"2025","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","1","ADMINISTRAÇÃO DIRETA","6511","GERENCIAMENTO ADMINISTRATIVO E DE INFRAESTRUTURA","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","","","145619,46"
"2025","51057","DEPARTAMENTO ESTADUAL DE TRÂNSITO-DETRAN-SP","3","AUTARQUIA","6270","AÇÕES PARA SEGURANÇA VIÁRIA E REDUÇÃO DA MORTALIDADE NO TRÂNSITO","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","","","0"
"2025","51058","INSTITUTO ASSIST.MÉDICA SERVIDOR PÚB.-IAMSPE","3","AUTARQUIA","4860","ASSISTÊNCIA MÉDICO-HOSPITALAR PRÓPRIA - HSPE","51000","SEC. DE GOVERNO E RELAÇÕES INSTITUCIONAIS","4","INVESTIMENTOS","","","0"
"2025","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","1","ADMINISTRAÇÃO DIRETA","1684","SUBSCRIÇÃO DE AÇÕES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SP-PRODESP.","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","5","INVERSÕES FINANCEIRAS","10","10","0"
"2025","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","1","ADMINISTRAÇÃO DIRETA","2656","TRANSFORMAÇÃO DIGITAL E TRANSPARÊNCIA DA GESTÃO PÚBLICA","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","","","0"
"2025","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","1","ADMINISTRAÇÃO DIRETA","2721","DESENVOLVIMENTO DE SISTEMAS DE INOVAÇÃO DIGITAL","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","0","0",""
"2025","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","1","ADMINISTRAÇÃO DIRETA","5515","GERENCIAMENTO E EXECUÇÃO DAS ATIV. ADMIN. E APOIO TECNOL.","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","1764693","1764693","1287633,26"
"2025","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","1","ADMINISTRAÇÃO DIRETA","5533","ESTRUTURAÇÃO DO ÓRGÃO CENTRAL DO SISTEMA DE GESTÃO DO PATRIMÔNIO IMOBILIÁRIO","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","","","31761886,92"
"2025","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","1","ADMINISTRAÇÃO DIRETA","5725","FORTALECIMENTO DO ÓRGÃO CENTRAL DO SISTEMA DE ARQUIVOS DO ESTADO DE SP","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","0","0","452086"
"2025","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","1","ADMINISTRAÇÃO DIRETA","5971","REALIZAÇÃO DE PERÍCIAS MÉDICAS - DPME","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","0","0","0"
"2025","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","1","ADMINISTRAÇÃO DIRETA","6042","ESTRUTURAÇÃO DO ÓRGÃO CENTRAL DO SISTEMA DE ADMINISTRAÇÃO DE PESSOAL","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","","","0"
"2025","53055","INSTITUTO ASSIST.MÉDICA SERVIDOR PÚB.-IAMSPE","3","AUTARQUIA","2272","DESENVOLVIMENTO DE AÇÕES DECORRENTES DE EMENDAS PARLAMENTARES, EXCETO SAÚDE","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","","","0"
"2025","53055","INSTITUTO ASSIST.MÉDICA SERVIDOR PÚB.-IAMSPE","3","AUTARQUIA","4860","ASSISTÊNCIA MÉDICO-HOSPITALAR PRÓPRIA - HSPE","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","10","10","3440537,72"
"2025","53055","INSTITUTO ASSIST.MÉDICA SERVIDOR PÚB.-IAMSPE","3","AUTARQUIA","5421","ADMINISTRAÇÃO DO INST. ASSISTÊNCIA MÉDICA AO SERVIDOR PÚBLICO ESTADUAL - IAMSPE","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","0","0",""
"2025","53055","INSTITUTO ASSIST.MÉDICA SERVIDOR PÚB.-IAMSPE","3","AUTARQUIA","6044","DESENVOLVIMENTO DE ENSINO E PESQUISA","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","0","0",""
"2025","53057","SÃO PAULO PREVIDÊNCIA - SPPREV","3","AUTARQUIA","5752","ADMINISTRAÇÃO DA SÃO PAULO PREVIDÊNCIA - SPPREV","53000","SECRETARIA DE GESTÃO E GOVERNO DIGITAL","4","INVESTIMENTOS","1374750","1374750","599,99"
