UO_Cadastradora_Codigo,UO_Cadastradora_Nome,UO_Devedora_Codigo,UO_Devedora_Nome,Ano,Precatorio,Tipo_Causa,Valor_RS,conciliacao_status,conciliacao_tipo,cnj_processo_execucao,cnj_processo_originario,cnj_candidato,match_metodo,cnpj_entidade_devedora,causa_provavel,tribunal_cobertura,siop_chave,siop_tribunal,siop_data_ajuizamento,siop_data_autuacao,siop_tipo_despesa,siop_tributario,siop_natureza_despesa,siop_valor_original,siop_valor_atualizado,siop_fundef,siop_anos_decorridos,siop_class_tempo,siop_class_nfgc,siop_faixa_valor,siop_match_status
12102,TRF - 1a. Região,49201,INCRA,2026,1666808420254010000,Desapropriação por Interesse Social para Reforma Agrária - Intervenção do Estado na,26400020,NAO_IDENTIFICADO,PENDENTE,,,0166680-84.2025.4.01.9198,,00375972000160,Precatorio de 2025 mas PRC extraidos ate 2022 - nao sincronizado no TRF1 publico,TRF1,0838230,Tribunal Regional Federal da 2a. Região,"1991-09-20 00:00:00,000","2025-04-01 00:00:00,000",11,Não,31909100,2821520.5,2910465.2938541695,Não Fundef,33,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_6.9%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1683168520254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,25679566,NAO_IDENTIFICADO,PENDENTE,,,0168316-85.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0828320,Tribunal Regional Federal da 2a. Região,"1991-01-17 00:00:00,000","2025-02-20 00:00:00,000",12,Não,33909100,2571639.6,2652707.2208410394,Não Fundef,34,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1207261520254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,25146601,NAO_IDENTIFICADO,PENDENTE,,,0120726-15.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0833523,Tribunal Regional Federal da 2a. Região,"1995-10-02 00:00:00,000","2025-03-19 00:00:00,000",21,Não,33909100,2556859.6,2637461.3004080085,Não Fundef,29,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_1.7%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1404110820254010000,Reajuste da tabela do SUS,24698513,NAO_IDENTIFICADO,PENDENTE,,,0140411-08.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0869787,Tribunal Regional Federal da 3a. Região,"2008-01-07 00:00:00,000","2024-09-18 00:00:00,000",12,Não,33909100,2453393.1,2530733.15247268,Não Fundef,16,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.7%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1251985920254010000,"Contribuição de autônomos, Empresários (Pró-labore) e Facultativos - Contribuições",24128665,NAO_IDENTIFICADO,PENDENTE,,,0125198-59.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0869787,Tribunal Regional Federal da 3a. Região,"2008-01-07 00:00:00,000","2024-09-18 00:00:00,000",12,Não,33909100,2453393.1,2530733.15247268,Não Fundef,16,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_1.7%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1624560620254010000,Reajuste da Tabela do SUS - Saúde - Serviços - Administrativo,24057054,NAO_IDENTIFICADO,PENDENTE,,,0162456-06.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0869787,Tribunal Regional Federal da 3a. Região,"2008-01-07 00:00:00,000","2024-09-18 00:00:00,000",12,Não,33909100,2453393.1,2530733.15247268,Não Fundef,16,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_2.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1666929820254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,23594344,NAO_IDENTIFICADO,PENDENTE,,,0166692-98.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0889396,Tribunal Regional Federal da 4a. Região,"2004-12-03 00:00:00,000","2025-03-25 00:00:00,000",11,Não,31909100,2355370.8,2429620.82591905,Não Fundef,20,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.2%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1646792920254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,23044151,NAO_IDENTIFICADO,PENDENTE,,,0164679-29.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0833095,Tribunal Regional Federal da 2a. Região,"1994-04-18 00:00:00,000","2025-03-17 00:00:00,000",11,Não,31909100,2320161.9,2393302.0107678636,Não Fundef,30,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.7%
10101,Supremo Tribunal Federal,71103,EFU - Sentenças Judiciais,2025,14,COMUM,22678422,NAO_IDENTIFICADO,PENDENTE,,,,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0939342,Tribunal Regional do Trabalho da 1a. Região - Rio de Janeiro,"1997-06-23 00:00:00,000","2024-07-04 00:00:00,000",11,Não,31909100,2279406.7,2351262.0556641938,Não Fundef,27,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.5%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1678327020254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,21483827,NAO_IDENTIFICADO,PENDENTE,,,0167832-70.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0809665,Tribunal Regional Federal da 1a. Região,"1999-10-15 00:00:00,000","2025-03-31 00:00:00,000",41,Não,33909100,2139320.9,2206760.2315371679,Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-4.6%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1646654520254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,21243301,NAO_IDENTIFICADO,PENDENTE,,,0164665-45.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0809665,Tribunal Regional Federal da 1a. Região,"1999-10-15 00:00:00,000","2025-03-31 00:00:00,000",41,Não,33909100,2139320.9,2206760.2315371679,Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-4.3%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,5931589820244010000,Cofins - Importação - Contribuição Social - Contribuições - Tributário - Direito Tributário,21226992,NAO_IDENTIFICADO,PENDENTE,,,0593158-98.2024.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0922211,Tribunal Regional Federal da 5a. Região,"2007-07-31 00:00:00,000","2025-03-31 00:00:00,000",21,Sim,33909100,21197677,21865906.42131814,Não Fundef,17,De 15 até 20 anos,OCC,Acima de R$ 10 milhões e até R$ 100 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,28233,SUFRAMA,2026,1471249620254010000,Taxa de Despacho Aduaneiro - Taxas Federais - Taxas - Direito Tributário,21203221,IDENTIFICADO_PRC,PRC,0147124-96.2025.4.01.9198,0011318-81.2001.4.01.3200/AM,0147124-96.2025.4.01.9198,prefix16_exato,04407029000143,,TRF1,0807082,Tribunal Regional Federal da 1a. Região,"2001-02-02 00:00:00,000","2025-03-31 00:00:00,000",12,Não,33909100,2403389.7,2479153.4597946694,Não Fundef,24,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_APROX_13.4%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1683150320254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,20902463,NAO_IDENTIFICADO,PENDENTE,,,0168315-03.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0809665,Tribunal Regional Federal da 1a. Região,"1999-10-15 00:00:00,000","2025-03-31 00:00:00,000",41,Não,33909100,2139320.9,2206760.2315371679,Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-2.7%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1469733320254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,20698213,NAO_IDENTIFICADO,PENDENTE,,,0146973-33.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0809665,Tribunal Regional Federal da 1a. Região,"1999-10-15 00:00:00,000","2025-03-31 00:00:00,000",41,Não,33909100,2139320.9,2206760.2315371679,Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-1.6%
12102,TRF - 1a. Região,26232,UFBA,2026,218745320254019000,Gratificações da Lei 8.112/90 - Sistema Remuneratório - Servidor Público Civil,20471732,IDENTIFICADO_PRC,PRC,0021874-53.2025.4.01.9198,0013267-78.1994.4.01.3300/BA,0021874-53.2025.4.01.9198,prefix16_exato,15180714000104,,TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_11_cand
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,3432298020244010000,Contribuições Previdenciárias - Contribuições - Direito Tributário,20421542,NAO_IDENTIFICADO,PENDENTE,,,0343229-80.2024.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0830997,Tribunal Regional Federal da 2a. Região,"2015-07-30 00:00:00,000","2024-07-22 00:00:00,000",11,Não,31909100,2039487.7,2103779.9186971933,Não Fundef,8,De 5 até 10 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12103,TRF - 2a. Região,49201,INCRA,2026,50105307220254000000,Desapropriação por Interesse Social Comum / L 4.132/1962,20113212,NAO_IDENTIFICADO,PENDENTE,,,5010530-72.2025.4.00.9198,,00375972000160,Formato 20 dig com tribunal 00 - provavel outro TRF (nao TRF1),TRF1,0802056,Tribunal Regional Federal da 1a. Região,"2011-05-04 00:00:00,000","2025-03-20 00:00:00,000",39,Não,45909100,1976103.2,2038397.3041039982,Não Fundef,13,De 10 até 15 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-3.2%
12103,TRF - 2a. Região,36213,ANS,2026,50016456920254000000,Federais,19545622,NAO_IDENTIFICADO,PENDENTE,,,5001645-69.2025.4.00.9198,,03589068000146,Formato 20 dig com tribunal 00 - provavel outro TRF (nao TRF1),TRF1,0830698,Tribunal Regional Federal da 2a. Região,"2017-03-09 00:00:00,000","2024-07-08 00:00:00,000",21,Sim,33909100,2047009.4,2111538.730586309,Não Fundef,7,De 5 até 10 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_4.7%
12103,TRF - 2a. Região,36201,FIOCRUZ,2026,50118956420254000000,Pagamento Atrasado / Correção Monetária,19520346,IDENTIFICADO_PRC,PRC,0243529-39.2021.4.01.9198,0007915-27.2017.4.01.3400/DF,5011895-64.2025.4.00.9198,1_prc_entidade,33781055000135,,TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_1_cand
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1652483020254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,19439007,NAO_IDENTIFICADO,PENDENTE,,,0165248-30.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0919094,Tribunal Regional Federal da 5a. Região,"1999-11-23 00:00:00,000","2025-03-17 00:00:00,000",11,Não,31909100,1943332.7,2004593.7563671491,Não Fundef,25,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1251925220254010000,Reajuste da tabela do SUS,19161065,NAO_IDENTIFICADO,PENDENTE,,,0125192-52.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0807682,Tribunal Regional Federal da 1a. Região,"2007-06-15 00:00:00,000","2025-03-31 00:00:00,000",11,Não,31909100,1904400.9,1964434.6815961979,Não Fundef,17,De 15 até 20 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.6%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,661966120254019000,Contribuições Previdenciárias - Contribuições - Direito Tributário,19120432,NAO_IDENTIFICADO,PENDENTE,,,0066196-61.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0807682,Tribunal Regional Federal da 1a. Região,"2007-06-15 00:00:00,000","2025-03-31 00:00:00,000",11,Não,31909100,1904400.9,1964434.6815961979,Não Fundef,17,De 15 até 20 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.4%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1540327220254010000,Contribuição INCRA - Contribuição Social - Contribuições - Direito Tributário,18991336,NAO_IDENTIFICADO,PENDENTE,,,0154032-72.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0807918,Tribunal Regional Federal da 1a. Região,"1986-06-09 00:00:00,000","2025-03-31 00:00:00,000",21,Não,33909100,1895088.3,1954828.5138949368,Não Fundef,38,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.2%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1667449420254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,18706957,NAO_IDENTIFICADO,PENDENTE,,,0166744-94.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0812437,Tribunal Regional Federal da 1a. Região,"2007-06-15 00:00:00,000","2025-04-02 00:00:00,000",11,Não,31909100,1873637.8,1932701.8145546985,Não Fundef,17,De 15 até 20 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.2%
12103,TRF - 2a. Região,49201,INCRA,2026,50102674020254000000,Desapropriação,18699398,NAO_IDENTIFICADO,PENDENTE,,,5010267-40.2025.4.00.9198,,00375972000160,Formato 20 dig com tribunal 00 - provavel outro TRF (nao TRF1),TRF1,0819129,Tribunal Regional Federal da 1a. Região,"1995-11-29 00:00:00,000","2024-08-23 00:00:00,000",39,Não,45909100,1914217.7,1974560.9435520149,Não Fundef,28,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_-2.6%
12102,TRF - 1a. Região,39252,DNIT,2026,1676898120254010000,Edital - Licitações e Contratos - Administrativo,18644430,IDENTIFICADO_PRC,PRC,0000517-32.2016.4.01.9198,0001648-37.2015.4.01.3100/AP,0167689-81.2025.4.01.9198,1_prc_entidade,04892707000100,,TRF1,0812636,Tribunal Regional Federal da 1a. Região,"2018-12-19 00:00:00,000","2025-04-02 00:00:00,000",21,Não,33909100,18644430,19232171.603464689,Não Fundef,6,De 5 até 10 anos,OCC,Acima de R$ 10 milhões e até R$ 100 milhões,MATCH_VALOR_-5.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1667483420254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,18348163,NAO_IDENTIFICADO,PENDENTE,,,0166748-34.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0850747,Tribunal Regional Federal da 3a. Região,"2005-06-07 00:00:00,000","2025-03-24 00:00:00,000",21,Sim,33909100,1839493.3,1897480.9532403811,Não Fundef,19,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.3%
12102,TRF - 1a. Região,26239,UFPA,2026,160008720254019000,Execução Contratual - Contratos Administrativos - Direito Administrativo e outras,17918119,IDENTIFICADO_PRC,PRC,0016000-87.2025.4.01.9198,0006111-43.1998.4.01.3900/PA,0016000-87.2025.4.01.9198,prefix16_exato,34621748000123,,TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_1_cand
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1185921520254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,17474988,NAO_IDENTIFICADO,PENDENTE,,,0118592-15.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0923986,Tribunal Regional Federal da 5a. Região,"1990-03-23 00:00:00,000","2025-04-02 00:00:00,000",11,Não,31909100,1746658.9,1801720.0685415897,Não Fundef,35,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1252331920254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,17343362,NAO_IDENTIFICADO,PENDENTE,,,0125233-19.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0833301,Tribunal Regional Federal da 2a. Região,"2016-04-15 00:00:00,000","2024-09-03 00:00:00,000",11,Não,31909100,1745784.2,1800817.7947524984,Não Fundef,8,De 5 até 10 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.7%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,802832220254019000,EXCLUSÃO DE ICMS - BASE DE CÁLCULO - CRÉDITO TRIBUTÁRIO,17012649,NAO_IDENTIFICADO,PENDENTE,,,0080283-22.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0804514,Tribunal Regional Federal da 1a. Região,"2005-01-18 00:00:00,000","2025-03-27 00:00:00,000",11,Não,31909100,1697669.1,1751185.9282959823,Não Fundef,20,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.2%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1116081520254010000,Salário-Educação - Contribuição Social - Contribuições - Direito Tributário,16996575,NAO_IDENTIFICADO,PENDENTE,,,0111608-15.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0804514,Tribunal Regional Federal da 1a. Região,"2005-01-18 00:00:00,000","2025-03-27 00:00:00,000",11,Não,31909100,1697669.1,1751185.9282959823,Não Fundef,20,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1543375620254010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,16956216,NAO_IDENTIFICADO,PENDENTE,,,0154337-56.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0804514,Tribunal Regional Federal da 1a. Região,"2005-01-18 00:00:00,000","2025-03-27 00:00:00,000",11,Não,31909100,1697669.1,1751185.9282959823,Não Fundef,20,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,5711710620244010000,FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e,16855416,NAO_IDENTIFICADO,PENDENTE,,,0571171-06.2024.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0838513,Tribunal Regional Federal da 2a. Região,"2018-09-28 00:00:00,000","2025-04-01 00:00:00,000",21,Não,33909100,1687306.9,1740497.0733087596,Não Fundef,6,De 5 até 10 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
10101,Supremo Tribunal Federal,71103,EFU - Sentenças Judiciais,2025,11,COMUM,15632135,NAO_IDENTIFICADO,PENDENTE,,,,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0807575,Tribunal Regional Federal da 1a. Região,"1986-08-15 00:00:00,000","2025-03-31 00:00:00,000",21,Não,33909100,1578363.4,1628119.270014046,Não Fundef,38,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_1.0%
12102,TRF - 1a. Região,83201,EGPA,2026,1159818920254010000,PROAGRO - Incentivo - Intervenção no Domínio Econômico - Administrativo,15405050,NAO_IDENTIFICADO,PENDENTE,,,0115981-89.2025.4.01.9198,,,Entidade nao mapeada para extracao TRF1,NAO_TESTADO,0811330,Tribunal Regional Federal da 1a. Região,"2001-02-13 00:00:00,000","2025-04-01 00:00:00,000",11,Não,31909100,1317198.4,1358721.3803054919,Não Fundef,24,20 anos ou mais,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_APROX_14.5%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1476713920254010000,Cofins - Contribuição Social - Contribuições - Direito Tributário,14961811,NAO_IDENTIFICADO,PENDENTE,,,0147671-39.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0795618,Superior Tribunal de Justiça,"2008-02-22 00:00:00,000","2025-03-21 00:00:00,000",21,Não,33909100,1495415.1,1542556.1318641715,Não Fundef,17,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1092715320254010000,Pagamento Atrasado/Correção Monetária - Contratos Administrativos - Direito,14803607,NAO_IDENTIFICADO,PENDENTE,,,0109271-53.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0795618,Superior Tribunal de Justiça,"2008-02-22 00:00:00,000","2025-03-21 00:00:00,000",21,Não,33909100,1495415.1,1542556.1318641715,Não Fundef,17,De 15 até 20 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_1.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1460795720254010000,Pagamento Atrasado/Correção Monetária - Contratos Administrativos - Direito,14402423,NAO_IDENTIFICADO,PENDENTE,,,0146079-57.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0919790,Tribunal Regional Federal da 5a. Região,"2020-07-22 00:00:00,000","2025-03-25 00:00:00,000",21,Sim,33909100,1435328.5,1480575.3793140133,Não Fundef,4,Até 5 anos,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.3%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1656570620254010000,PIS - Importação - Contribuição Social - Contribuições - Tributário - Direito Tributário,13965940,NAO_IDENTIFICADO,PENDENTE,,,0165657-06.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0837919,Tribunal Regional Federal da 2a. Região,"1999-12-15 00:00:00,000","2025-04-01 00:00:00,000",21,Sim,33909100,1396320.7,1440337.908741106,Não Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1054244320254010000,Inscrição/Documentação - Concurso Público/Edital - Administrativo,13964273,NAO_IDENTIFICADO,PENDENTE,,,0105424-43.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0837919,Tribunal Regional Federal da 2a. Região,"1999-12-15 00:00:00,000","2025-04-01 00:00:00,000",21,Sim,33909100,1396320.7,1440337.908741106,Não Fundef,25,20 anos ou mais,OCC,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12103,TRF - 2a. Região,49201,INCRA,2026,50073403820244000000,Desapropriação por Interesse Social para Reforma Agrária,13871929,NAO_IDENTIFICADO,PENDENTE,,,5007340-38.2024.4.00.9198,,00375972000160,Formato 20 dig com tribunal 00 - provavel outro TRF (nao TRF1),TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_138_cand
12103,TRF - 2a. Região,49201,INCRA,2026,50073412320244000000,Desapropriação por Interesse Social para Reforma Agrária,13871929,NAO_IDENTIFICADO,PENDENTE,,,5007341-23.2024.4.00.9198,,00375972000160,Formato 20 dig com tribunal 00 - provavel outro TRF (nao TRF1),TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_138_cand
12103,TRF - 2a. Região,49201,INCRA,2026,50073420820244000000,Desapropriação por Interesse Social para Reforma Agrária,13871929,NAO_IDENTIFICADO,PENDENTE,,,5007342-08.2024.4.00.9198,,00375972000160,Formato 20 dig com tribunal 00 - provavel outro TRF (nao TRF1),TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_138_cand
12103,TRF - 2a. Região,49201,INCRA,2026,50073439020244000000,Desapropriação por Interesse Social para Reforma Agrária,13871929,NAO_IDENTIFICADO,PENDENTE,,,5007343-90.2024.4.00.9198,,00375972000160,Formato 20 dig com tribunal 00 - provavel outro TRF (nao TRF1),TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_138_cand
12103,TRF - 2a. Região,49201,INCRA,2026,50073447520244000000,Desapropriação por Interesse Social para Reforma Agrária,13871929,NAO_IDENTIFICADO,PENDENTE,,,5007344-75.2024.4.00.9198,,00375972000160,Formato 20 dig com tribunal 00 - provavel outro TRF (nao TRF1),TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_138_cand
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,628751820254019000,IPI/ Imposto sobre Produtos Industrializados - Impostos - Direito Tributário,13435918,NAO_IDENTIFICADO,PENDENTE,,,0062875-18.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0891912,Tribunal Regional Federal da 4a. Região,"2018-10-31 00:00:00,000","2025-03-31 00:00:00,000",11,Não,31909100,1343094.3,1385433.6151459329,Não Fundef,6,De 5 até 10 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.0%
12102,TRF - 1a. Região,71103,EFU - Sentenças Judiciais,2026,1673364120254010000,Cofins - Contribuição Social - Contribuições - Direito Tributário,13182412,NAO_IDENTIFICADO,PENDENTE,,,0167336-41.2025.4.01.9198,,,UO generica EFU - sem CNPJ especifico para busca,NAO_TESTADO,0891470,Tribunal Regional Federal da 4a. Região,"2008-06-04 00:00:00,000","2025-03-28 00:00:00,000",11,Não,31909100,1319881.3,1361488.8552669114,Não Fundef,16,De 15 até 20 anos,Pessoal,Acima de R$ 1 milhão e até R$ 10 milhões,MATCH_VALOR_0.1%
12102,TRF - 1a. Região,39252,DNIT,2026,5104620520244010000,Pagamento Atrasado/Correção Monetária - Contratos Administrativos - Direito,13136939,IDENTIFICADO_PRC,PRC,0000517-32.2016.4.01.9198,0001648-37.2015.4.01.3100/AP,0510462-05.2024.4.01.9198,1_prc_entidade,04892707000100,,TRF1,,,,,,,,,,,,,,,SEM_MATCH_VALOR_33_cand
